scenario_id,vehicle_id,cluster,margin,cluster2,is_edge
111cc7e8188d10ba,1240,1,8.096,2,0
111cc7e8188d10ba,1241,2,3.05,0,0
68421e9c703de14d,629,3,1.147,2,1
68421e9c703de14d,607,3,3.332,2,0
850601904a5bcd1,372,0,1.759,2,0
850601904a5bcd1,195,2,1.847,0,0
850601904a5bcd1,196,2,2.069,0,0
850601904a5bcd1,197,0,2.204,2,0
850601904a5bcd1,198,0,1.65,2,0
850601904a5bcd1,199,2,2.633,1,0
850601904a5bcd1,200,2,1.256,0,0
850601904a5bcd1,201,2,3.501,1,0
45a1b8a6abf81443,1856,3,2.34,2,0
2074b94e559b65f6,2180,2,3.604,1,0
2074b94e559b65f6,1201,2,3.569,3,0
2074b94e559b65f6,1210,3,1.187,2,1
2074b94e559b65f6,1221,2,1.095,3,1
c6582083a97a7027,3485,1,2.121,2,0
c4e49d62ccb0d311,5049,2,1.117,0,1
c4e49d62ccb0d311,2132,0,1.132,2,1
7bf3450eab5449c,490,2,1.996,3,0
7bf3450eab5449c,55,3,1.071,2,1
7bf3450eab5449c,63,3,1.215,2,0
7bf3450eab5449c,71,1,2.602,2,0
7bf3450eab5449c,86,3,4.611,2,0
a8bde860b23dcfe8,4019,2,3.398,3,0
a8bde860b23dcfe8,2586,2,2.828,1,0
3b0b9f5916d40592,1536,2,3.956,3,0
3b0b9f5916d40592,1143,3,4.148,2,0
3b0b9f5916d40592,1131,2,5.688,3,0
3b0b9f5916d40592,1132,2,4.475,3,0
8fbaf71f20f7c8b2,2536,0,4.394,2,0
8fbaf71f20f7c8b2,159,0,2.387,2,0
8fbaf71f20f7c8b2,160,0,2.564,2,0
8fbaf71f20f7c8b2,161,0,2.369,2,0
8fbaf71f20f7c8b2,162,0,2.605,2,0
8fbaf71f20f7c8b2,164,0,2.899,2,0
8fbaf71f20f7c8b2,165,0,2.392,2,0
8fbaf71f20f7c8b2,167,0,2.279,2,0
8fbaf71f20f7c8b2,168,0,8.011,2,0
f0591cdd9d2ca81a,2568,3,1.857,1,0
1fbf89f9d988467b,4797,1,2.028,2,0
1fbf89f9d988467b,2158,2,2.12,1,0
1fbf89f9d988467b,2160,1,8.346,2,0
1fbf89f9d988467b,2162,1,3.023,3,0
1fbf89f9d988467b,2166,3,3.193,2,0
386502564f19b788,1154,2,3.377,3,0
386502564f19b788,741,2,12.364,3,0
386502564f19b788,743,3,2.113,1,0
386502564f19b788,745,2,10.068,3,0
386502564f19b788,749,2,6.631,3,0
386502564f19b788,763,2,5.184,3,0
428def0eeed4071b,1255,1,1.01,2,1
428def0eeed4071b,994,1,1.747,3,0
428def0eeed4071b,995,0,1.18,2,1
428def0eeed4071b,996,3,1.029,2,1
428def0eeed4071b,998,3,1.311,2,0
b71fb12183b222c6,100,1,1.064,2,1
b71fb12183b222c6,26,1,1.704,2,0
b71fb12183b222c6,38,0,1.384,2,0
b71fb12183b222c6,39,1,6.683,2,0
b71fb12183b222c6,40,1,1.481,2,0
b71fb12183b222c6,41,2,1.211,0,0
b71fb12183b222c6,43,1,4.408,2,0
b71fb12183b222c6,48,2,1.64,0,0
b71fb12183b222c6,49,1,4.553,2,0
b71fb12183b222c6,50,2,2.168,1,0
b71fb12183b222c6,54,1,1.074,2,1
61dd76dc5080564a,533,2,4.715,3,0
61dd76dc5080564a,4,2,8.492,3,0
61dd76dc5080564a,40,2,3.088,3,0
61dd76dc5080564a,43,2,2.297,3,0
61dd76dc5080564a,45,0,3.122,2,0
5417dc0be2239552,7766,3,1.174,2,1
5417dc0be2239552,3104,1,3.963,2,0
5417dc0be2239552,3105,3,2.26,2,0
5417dc0be2239552,3106,3,2.876,2,0
5417dc0be2239552,3107,2,1.525,3,0
5417dc0be2239552,3108,2,1.69,0,0
5417dc0be2239552,3115,3,5.912,2,0
5417dc0be2239552,3148,2,3.013,1,0
caea54b9352084b1,1369,2,5.386,3,0
caea54b9352084b1,1219,2,5.032,3,0
caea54b9352084b1,1220,0,3.335,2,0
caea54b9352084b1,1221,0,1.217,2,0
caea54b9352084b1,1222,2,5.821,3,0
caea54b9352084b1,1223,2,4.251,0,0
caea54b9352084b1,1224,0,1.781,2,0
caea54b9352084b1,1225,2,5.652,3,0
caea54b9352084b1,1226,2,1.749,0,0
caea54b9352084b1,1228,2,5.906,3,0
caea54b9352084b1,1229,2,4.906,0,0
caea54b9352084b1,1230,2,5.565,3,0
caea54b9352084b1,1231,2,3.56,1,0
caea54b9352084b1,1233,1,4.736,2,0
caea54b9352084b1,1236,1,3.108,2,0
caea54b9352084b1,1237,2,4.348,0,0
caea54b9352084b1,1238,2,4.228,3,0
caea54b9352084b1,1239,2,5.049,3,0
caea54b9352084b1,1240,2,2.796,0,0
caea54b9352084b1,1242,0,2.841,2,0
caea54b9352084b1,1245,1,4.002,2,0
caea54b9352084b1,1248,2,1.045,1,1
caea54b9352084b1,1252,0,1.574,2,0
caea54b9352084b1,1256,0,3.745,2,0
caea54b9352084b1,1258,0,2.777,2,0
9f507f24d45e1168,2587,1,3.32,2,0
9f507f24d45e1168,2226,1,2.025,3,0
9f507f24d45e1168,2227,2,2.759,1,0
1f9c26a2e213384d,2,2,2.503,1,0
1f9c26a2e213384d,6,1,2.536,2,0
1f9c26a2e213384d,14,2,1.876,1,0
1f9c26a2e213384d,24,2,2.12,0,0
1f9c26a2e213384d,31,0,1.654,2,0
1f9c26a2e213384d,40,2,1.326,0,0
1f9c26a2e213384d,41,2,2.344,0,0
1f9c26a2e213384d,44,2,1.71,0,0
97737d651da38dac,3017,1,1.379,2,0
97737d651da38dac,596,1,6.964,2,0
97737d651da38dac,602,1,2.635,2,0
97737d651da38dac,603,2,4.627,3,0
97737d651da38dac,613,1,1.078,2,1
97737d651da38dac,622,1,2.447,2,0
f6b3f10dc0cc2224,77,3,1.43,2,0
f6b3f10dc0cc2224,0,2,1.04,1,1
f6b3f10dc0cc2224,6,3,3.348,2,0
f6b3f10dc0cc2224,9,2,1.433,1,0
f6b3f10dc0cc2224,13,3,3.416,2,0
f6b3f10dc0cc2224,14,2,1.23,1,0
f6b3f10dc0cc2224,15,2,2.715,1,0
f6b3f10dc0cc2224,25,2,5.408,3,0
4b2b9849555337f1,1585,2,1.174,0,1
4b2b9849555337f1,422,2,1.155,0,1
4b2b9849555337f1,423,2,2.276,0,0
4b2b9849555337f1,429,0,1.114,2,1
1ea1fcea69995db2,215,2,5.459,3,0
1ea1fcea69995db2,131,2,4.259,3,0
1ea1fcea69995db2,133,2,1.623,3,0
1ea1fcea69995db2,136,2,4.04,3,0
1ea1fcea69995db2,119,2,5.175,3,0
1ea1fcea69995db2,120,2,2.635,3,0
1ea1fcea69995db2,121,2,2.623,3,0
1ea1fcea69995db2,122,1,1.714,3,0
1ea1fcea69995db2,123,2,4.042,3,0
1ea1fcea69995db2,124,2,4.462,3,0
1ea1fcea69995db2,125,2,3.572,3,0
1ea1fcea69995db2,126,2,3.793,3,0
f81e365643d23ca9,5247,2,3.874,3,0
f81e365643d23ca9,3736,1,1.97,2,0
f81e365643d23ca9,3740,1,1.576,2,0
f81e365643d23ca9,3747,1,2.951,2,0
f81e365643d23ca9,3748,3,2.453,1,0
f81e365643d23ca9,3758,1,15.489,2,0
f81e365643d23ca9,3760,1,4.687,2,0
89fe9853318e896d,1316,2,3.783,0,0
89fe9853318e896d,1299,2,2.469,3,0
f42db0af5ec9bac5,2598,2,2.656,1,0
f42db0af5ec9bac5,796,2,2.09,0,0
f42db0af5ec9bac5,802,1,1.201,3,0
f42db0af5ec9bac5,810,1,7.735,2,0
f42db0af5ec9bac5,827,2,3.003,1,0
9f647a07351b9f26,3898,2,5.357,3,0
9f647a07351b9f26,1539,1,1.121,2,1
9f647a07351b9f26,1469,3,4.136,2,0
9f647a07351b9f26,1476,2,2.493,1,0
5d0215de06a4cf8e,5505,3,2.433,2,0
5d0215de06a4cf8e,1541,0,1.599,2,0
5d0215de06a4cf8e,1544,0,1.706,2,0
5d0215de06a4cf8e,1549,0,4.827,2,0
5d0215de06a4cf8e,1550,0,4.285,2,0
5d0215de06a4cf8e,1523,2,3.282,0,0
5d0215de06a4cf8e,1524,2,6.306,3,0
5d0215de06a4cf8e,1529,3,1.052,2,1
5d0215de06a4cf8e,1530,2,5.798,3,0
5d0215de06a4cf8e,1532,2,1.391,0,0
5d0215de06a4cf8e,1535,0,1.597,2,0
3b94a53f7aae6191,3467,2,1.25,1,0
3b94a53f7aae6191,1711,2,2.496,0,0
3b94a53f7aae6191,1719,0,1.645,2,0
3b94a53f7aae6191,1729,2,1.949,1,0
3b94a53f7aae6191,1735,3,1.865,2,0
3b94a53f7aae6191,1757,2,3.296,3,0
38266e7699a5551a,1274,2,3.31,0,0
38266e7699a5551a,1260,3,2.262,2,0
b6799bfe6850ab44,2391,2,1.795,3,0
b6799bfe6850ab44,2404,3,3.331,2,0
12f4a76868b4cd63,1827,0,3.442,2,0
12f4a76868b4cd63,498,0,5.805,2,0
12f4a76868b4cd63,499,0,2.297,2,0
12f4a76868b4cd63,502,0,5.561,2,0
4a70386692f82cb3,884,3,5.278,2,0
4a70386692f82cb3,13,3,1.261,2,0
4a70386692f82cb3,14,2,1.609,1,0
4a70386692f82cb3,15,1,2.514,3,0
4a70386692f82cb3,18,3,2.302,2,0
2e425cf2efb73810,1218,2,2.827,1,0
2e425cf2efb73810,806,0,8.784,2,0
2e425cf2efb73810,813,0,7.497,2,0
74ebc94f0e2f3fc9,115,2,3.712,0,0
74ebc94f0e2f3fc9,0,2,2.985,0,0
74ebc94f0e2f3fc9,1,2,3.875,0,0
74ebc94f0e2f3fc9,4,2,2.369,0,0
74ebc94f0e2f3fc9,5,2,1.781,0,0
74ebc94f0e2f3fc9,6,2,2.308,0,0
74ebc94f0e2f3fc9,7,2,3.454,0,0
74ebc94f0e2f3fc9,10,2,1.789,0,0
74ebc94f0e2f3fc9,11,2,2.385,0,0
74ebc94f0e2f3fc9,15,2,5.326,3,0
74ebc94f0e2f3fc9,16,3,1.087,1,1
74ebc94f0e2f3fc9,18,2,5.341,0,0
74ebc94f0e2f3fc9,19,3,2.335,1,0
74ebc94f0e2f3fc9,22,0,2.175,2,0
74ebc94f0e2f3fc9,24,3,3.158,2,0
5ddee18a68ca916,269,1,1.963,2,0
5ddee18a68ca916,10,2,2.526,3,0
e0ae07120835cb9a,1443,1,8.868,2,0
e0ae07120835cb9a,1444,2,2.23,1,0
87ab7d23fa412b7d,2069,2,4.741,3,0
87ab7d23fa412b7d,1591,2,4.646,3,0
87ab7d23fa412b7d,1592,2,4.123,3,0
3180ddf54b17b443,5354,1,1.307,2,0
3180ddf54b17b443,1585,2,2.959,3,0
3180ddf54b17b443,1595,2,4.721,3,0
3180ddf54b17b443,1597,0,1.015,2,1
58c0a800ccf650d,2846,2,1.208,1,0
58c0a800ccf650d,2258,2,7.494,3,0
58c0a800ccf650d,2259,2,7.283,3,0
58c0a800ccf650d,2260,2,7.508,3,0
58c0a800ccf650d,2261,2,2.158,1,0
58c0a800ccf650d,2262,2,4.798,3,0
58c0a800ccf650d,2263,2,1.551,1,0
58c0a800ccf650d,2264,2,2.343,1,0
58c0a800ccf650d,2265,2,4.26,3,0
58c0a800ccf650d,2266,2,10.592,3,0
58c0a800ccf650d,2267,2,6.169,3,0
58c0a800ccf650d,2268,1,1.944,2,0
58c0a800ccf650d,2271,2,3.038,1,0
58c0a800ccf650d,2272,2,4.878,3,0
58c0a800ccf650d,2273,2,4.92,3,0
58c0a800ccf650d,2274,2,2.556,1,0
58c0a800ccf650d,2278,2,4.262,3,0
58c0a800ccf650d,2279,2,2.902,1,0
58c0a800ccf650d,2280,2,5.816,3,0
58c0a800ccf650d,2282,2,3.68,3,0
f89d8e04b58f2c59,2859,3,2.672,1,0
f89d8e04b58f2c59,644,2,1.494,3,0
e453c61624955ed4,1665,2,1.9,1,0
78581a61384b4d86,1500,2,1.205,3,0
78581a61384b4d86,1306,2,1.117,0,1
78581a61384b4d86,1319,3,4.892,2,0
78581a61384b4d86,1320,3,2.651,2,0
f7977677e5075ed,3193,3,2.682,1,0
f7977677e5075ed,2390,1,2.485,2,0
f7977677e5075ed,2402,2,2.036,1,0
3160af952bf869e0,396,2,1.345,3,0
3160af952bf869e0,2,3,3.202,2,0
3160af952bf869e0,3,3,4.751,2,0
1b2a2dbc8ab1ec13,3,3,1.409,2,0
1b2a2dbc8ab1ec13,5,2,4.009,3,0
1b2a2dbc8ab1ec13,18,0,1.902,2,0
1e9f1df36336d22c,42,2,3.404,1,0
1e9f1df36336d22c,3,3,3.252,2,0
1e9f1df36336d22c,8,3,2.33,2,0
196785dba920e2ec,876,1,2.962,2,0
196785dba920e2ec,436,1,1.273,2,0
196785dba920e2ec,450,3,2.079,2,0
196785dba920e2ec,467,0,2.41,2,0
196785dba920e2ec,479,3,3.796,2,0
d4e480f999131f31,4146,2,2.086,3,0
d4e480f999131f31,2184,2,1.161,1,1
d4e480f999131f31,2188,2,1.472,1,0
d4e480f999131f31,2197,2,2.362,3,0
d4e480f999131f31,2207,2,1.293,1,0
61a628a349cd9bfb,1177,2,1.406,0,0
61a628a349cd9bfb,726,2,1.702,0,0
61a628a349cd9bfb,727,0,2.484,2,0
61a628a349cd9bfb,730,2,1.232,0,0
61a628a349cd9bfb,747,3,2.17,2,0
118ce293685d2502,2912,0,3.974,2,0
118ce293685d2502,2890,0,5.09,2,0
118ce293685d2502,2892,0,4.336,2,0
118ce293685d2502,2893,0,4.309,2,0
118ce293685d2502,2895,0,4.902,2,0
118ce293685d2502,2896,0,4.236,2,0
118ce293685d2502,2897,0,3.526,2,0
118ce293685d2502,2898,0,7.309,2,0
690126a6beef8f82,3216,2,1.723,3,0
cbf82df42b548380,5643,2,3.715,1,0
92a3c08bb22884b8,1291,1,1.125,2,1
92a3c08bb22884b8,920,2,4.739,3,0
92a3c08bb22884b8,927,1,1.758,3,0
f8c91f3206fd64a,435,3,3.844,2,0
f8c91f3206fd64a,0,3,3.236,2,0
f8c91f3206fd64a,2,3,2.841,2,0
f8c91f3206fd64a,3,2,2.404,0,0
f8c91f3206fd64a,5,2,2.105,0,0
f8c91f3206fd64a,15,0,1.18,2,1
15ff0bfd2724719a,3806,3,1.92,1,0
15ff0bfd2724719a,281,2,1.138,1,1
15ff0bfd2724719a,302,3,4.909,2,0
983e44e13dfe1090,2136,0,3.539,2,0
983e44e13dfe1090,334,0,3.403,2,0
983e44e13dfe1090,335,0,2.727,2,0
983e44e13dfe1090,336,0,3.007,2,0
983e44e13dfe1090,337,0,3.141,2,0
983e44e13dfe1090,339,0,3.258,2,0
983e44e13dfe1090,342,0,3.11,2,0
983e44e13dfe1090,347,0,2.39,2,0
983e44e13dfe1090,353,0,2.685,2,0
983e44e13dfe1090,354,0,2.517,2,0
983e44e13dfe1090,355,0,3.366,2,0
54acb51aea7fb84c,1325,3,6.547,2,0
54acb51aea7fb84c,458,3,2.103,2,0
54acb51aea7fb84c,467,3,4.61,2,0
54acb51aea7fb84c,476,1,4.13,2,0
54acb51aea7fb84c,484,1,1.042,3,1
5ee8ae1e201a46a5,1178,3,2.215,2,0
5ee8ae1e201a46a5,580,3,2.742,2,0
2efd89fe37dd237,2469,3,4.142,2,0
2efd89fe37dd237,2314,0,1.716,2,0
2efd89fe37dd237,2315,3,2.471,2,0
2efd89fe37dd237,2319,0,2.967,2,0
2efd89fe37dd237,2334,0,2.701,2,0
2efd89fe37dd237,2340,0,2.28,2,0
2efd89fe37dd237,2343,0,4.981,2,0
2efd89fe37dd237,2347,0,2.606,2,0
99485c7c5dafaf7a,1391,2,1.168,0,1
99485c7c5dafaf7a,1380,0,1.094,2,1
99485c7c5dafaf7a,1385,2,2.224,0,0
8530e8acc649e3af,141,2,1.778,3,0
8530e8acc649e3af,144,1,5.104,2,0
8530e8acc649e3af,145,2,1.243,3,0
8530e8acc649e3af,146,1,3.402,2,0
8530e8acc649e3af,159,3,2.337,1,0
8530e8acc649e3af,163,2,1.06,1,1
8530e8acc649e3af,168,3,1.183,2,1
c27f17e19ad76442,2243,0,4.893,2,0
c27f17e19ad76442,859,0,5.321,2,0
c27f17e19ad76442,860,0,4.201,2,0
c27f17e19ad76442,862,0,6.074,2,0
8d21a6f84d1b376e,2159,2,1.511,1,0
8d21a6f84d1b376e,1906,2,2.514,0,0
8d21a6f84d1b376e,1907,1,1.131,2,1
8d21a6f84d1b376e,1908,3,3.148,2,0
8d21a6f84d1b376e,1913,1,1.783,2,0
53cbf17b3adf77d6,846,3,1.732,1,0
53cbf17b3adf77d6,847,2,6.988,3,0
53cbf17b3adf77d6,848,2,3.567,3,0
53cbf17b3adf77d6,849,2,3.913,1,0
53cbf17b3adf77d6,850,3,1.095,1,1
53cbf17b3adf77d6,851,2,2.921,1,0
53cbf17b3adf77d6,853,1,3.136,2,0
53cbf17b3adf77d6,854,2,1.598,1,0
9fc5efcabd601011,2728,2,4.301,3,0
9fc5efcabd601011,2454,1,5.676,2,0
9fc5efcabd601011,2455,2,6.259,3,0
9fc5efcabd601011,2456,1,2.406,2,0
9fc5efcabd601011,2457,2,1.953,1,0
9fc5efcabd601011,2458,1,3.545,2,0
9fc5efcabd601011,2460,2,5.672,3,0
9fc5efcabd601011,2461,2,5.666,3,0
9fc5efcabd601011,2463,2,5.046,3,0
9fc5efcabd601011,2464,0,18.782,2,0
9fc5efcabd601011,2465,2,5.771,3,0
9fc5efcabd601011,2466,2,5.547,3,0
9fc5efcabd601011,2468,0,4.514,2,0
9fc5efcabd601011,2469,2,6.846,3,0
9fc5efcabd601011,2474,2,1.953,0,0
9fc5efcabd601011,2476,2,1.565,1,0
9fc5efcabd601011,2477,2,2.389,3,0
b2292114224c6c7,3943,2,2.291,0,0
dd5f581ef137fcd2,4756,3,4.078,2,0
dd5f581ef137fcd2,4757,1,3.168,2,0
dd5f581ef137fcd2,4771,2,3.21,1,0
4323e4fe9389256c,113,3,3.28,2,0
4323e4fe9389256c,98,3,2.356,2,0
4323e4fe9389256c,100,3,5.248,2,0
4323e4fe9389256c,102,0,3.655,2,0
4323e4fe9389256c,103,3,2.118,2,0
4323e4fe9389256c,106,0,4.741,2,0
3c5f1fcaa478e4cb,3028,3,1.467,2,0
3c5f1fcaa478e4cb,2050,3,1.055,2,1
3c5f1fcaa478e4cb,2054,3,2.164,2,0
3c5f1fcaa478e4cb,2122,0,5.969,2,0
3c5f1fcaa478e4cb,2126,2,3.489,3,0
3c5f1fcaa478e4cb,2132,0,2.58,2,0
623c04d00bff9652,4579,1,1.43,2,0
623c04d00bff9652,104,2,6.188,0,0
623c04d00bff9652,106,2,5.622,3,0
2894b72a6910e2d,7323,1,2.407,2,0
2894b72a6910e2d,2375,2,4.274,3,0
2894b72a6910e2d,2391,2,5.048,3,0
11d81f84c1df7a00,183,2,2.159,0,0
11d81f84c1df7a00,13,2,2.525,0,0
11d81f84c1df7a00,16,3,5.826,2,0
9d93163515e15e09,475,2,1.677,3,0
9d93163515e15e09,5,2,1.897,0,0
9d93163515e15e09,13,2,1.386,1,0
9d93163515e15e09,19,3,4.346,2,0
8cb90d44a2785f7d,100,2,2.827,3,0
8cb90d44a2785f7d,0,2,2.301,3,0
8cb90d44a2785f7d,1,2,2.048,1,0
efdf551be058a4ac,121,0,5.946,2,0
efdf551be058a4ac,0,0,5.025,2,0
efdf551be058a4ac,1,0,2.168,2,0
efdf551be058a4ac,2,0,3.69,2,0
efdf551be058a4ac,3,0,3.811,2,0
efdf551be058a4ac,4,0,4.636,2,0
efdf551be058a4ac,5,0,3.826,2,0
efdf551be058a4ac,6,0,5.278,2,0
efdf551be058a4ac,7,0,5.538,2,0
efdf551be058a4ac,8,0,4.561,2,0
efdf551be058a4ac,13,0,2.171,2,0
efdf551be058a4ac,14,0,1.107,2,1
efdf551be058a4ac,15,2,5.131,0,0
efdf551be058a4ac,17,2,1.107,0,1
efdf551be058a4ac,19,0,1.469,2,0
efdf551be058a4ac,23,2,1.325,1,0
efdf551be058a4ac,32,0,1.799,2,0
efdf551be058a4ac,37,0,4.683,2,0
efdf551be058a4ac,38,2,4.386,0,0
efdf551be058a4ac,40,2,3.153,0,0
efdf551be058a4ac,43,2,1.011,0,1
efdf551be058a4ac,47,0,1.924,2,0
efdf551be058a4ac,48,0,4.78,2,0
efdf551be058a4ac,49,2,1.048,0,1
efdf551be058a4ac,50,0,2.207,2,0
efdf551be058a4ac,51,2,1.339,0,0
efdf551be058a4ac,54,0,1.787,2,0
65396dde88aa855d,1059,3,1.53,2,0
65396dde88aa855d,1067,2,2.232,3,0
68290438d815de61,1196,3,2.077,1,0
68290438d815de61,756,0,1.649,2,0
8c5aab097632e3b3,74,1,3.642,2,0
8c5aab097632e3b3,0,1,1.255,2,0
8c5aab097632e3b3,1,2,1.952,1,0
8c5aab097632e3b3,5,1,3.802,2,0
8c5aab097632e3b3,7,1,1.069,2,1
8c5aab097632e3b3,8,1,4.711,2,0
8c5aab097632e3b3,9,2,3.947,3,0
8c5aab097632e3b3,10,2,2.009,1,0
8c5aab097632e3b3,11,2,5.609,3,0
8c5aab097632e3b3,14,1,4.812,2,0
8c5aab097632e3b3,17,1,2.57,2,0
8c5aab097632e3b3,24,2,1.736,1,0
8c5aab097632e3b3,30,0,3.305,2,0
8c5aab097632e3b3,31,0,2.918,2,0
8c5aab097632e3b3,34,0,5.936,2,0
8c5aab097632e3b3,38,0,8.351,2,0
8c5aab097632e3b3,40,2,4.534,3,0
8c5aab097632e3b3,41,0,5.187,2,0
7af286d8d236cd12,4394,2,1.13,1,1
7af286d8d236cd12,2937,2,1.161,1,1
7af286d8d236cd12,2940,2,2.527,1,0
7af286d8d236cd12,2941,2,7.767,3,0
e4c4a244f0a4380,3707,0,1.702,2,0
e4c4a244f0a4380,1747,0,2.579,2,0
e4c4a244f0a4380,1750,2,1.169,0,1
ce6be64a8ad61eb8,2194,2,2.053,1,0
ce6be64a8ad61eb8,0,2,2.708,1,0
ce6be64a8ad61eb8,25,2,2.524,1,0
988055561eeaff24,8319,2,4.92,3,0
988055561eeaff24,2494,2,1.086,1,1
988055561eeaff24,2498,1,2.088,2,0
485df9c7155e8446,115,2,2.944,1,0
485df9c7155e8446,36,2,2.553,1,0
485df9c7155e8446,37,1,3.191,2,0
485df9c7155e8446,38,2,2.591,1,0
485df9c7155e8446,39,1,4.126,2,0
485df9c7155e8446,41,2,3.227,1,0
485df9c7155e8446,42,2,1.48,1,0
485df9c7155e8446,43,2,1.734,1,0
485df9c7155e8446,45,1,6.015,2,0
485df9c7155e8446,48,1,4.479,2,0
485df9c7155e8446,51,2,3.414,3,0
485df9c7155e8446,53,2,3.572,1,0
485df9c7155e8446,54,2,2.71,1,0
485df9c7155e8446,55,1,5.561,2,0
485df9c7155e8446,56,2,4.389,3,0
485df9c7155e8446,61,2,5.216,3,0
485df9c7155e8446,65,0,1.281,2,0
485df9c7155e8446,67,1,3.838,2,0
485df9c7155e8446,68,0,1.147,2,1
485df9c7155e8446,69,0,2.907,2,0
485df9c7155e8446,71,0,1.177,2,1
485df9c7155e8446,72,0,3.151,2,0
485df9c7155e8446,77,0,1.621,2,0
485df9c7155e8446,78,1,8.942,2,0
485df9c7155e8446,80,0,4.815,2,0
485df9c7155e8446,82,0,3.662,2,0
8ea9fb08bea7f34b,1188,2,3.349,3,0
8ea9fb08bea7f34b,1134,3,4.126,2,0
f1626188206c6a4e,166,2,1.317,1,0
f1626188206c6a4e,169,3,1.605,2,0
f1626188206c6a4e,170,1,1.237,2,0
38d209cae331829f,936,0,3.568,2,0
38d209cae331829f,721,0,4.241,2,0
38d209cae331829f,723,0,2.949,2,0
38d209cae331829f,724,0,3.457,2,0
38d209cae331829f,727,0,4.229,2,0
38d209cae331829f,728,0,4.026,2,0
38d209cae331829f,731,0,4.001,2,0
38d209cae331829f,732,0,1.473,2,0
38d209cae331829f,733,0,5.576,2,0
38d209cae331829f,736,0,2.863,2,0
38d209cae331829f,742,0,2.134,2,0
38d209cae331829f,743,0,2.391,2,0
38d209cae331829f,744,0,3.944,2,0
38d209cae331829f,747,0,6.891,2,0
7323f57a562e0333,5883,2,1.639,3,0
7323f57a562e0333,3615,2,2.991,3,0
7323f57a562e0333,3618,2,5.806,3,0
157094e94b1c5526,1241,2,4.632,3,0
157094e94b1c5526,1128,1,1.013,2,1
157094e94b1c5526,1132,3,3.41,2,0
6f5a2391aadfd922,7601,1,3.907,2,0
6f5a2391aadfd922,4922,3,3.894,2,0
7cb5f590735c95e9,4122,2,5.407,3,0
7cb5f590735c95e9,3995,2,6.158,3,0
573736639a6bbb90,1967,1,1.115,2,1
573736639a6bbb90,1968,1,6.842,2,0
573736639a6bbb90,1969,1,2.901,2,0
573736639a6bbb90,1970,1,8.522,2,0
573736639a6bbb90,1972,1,4.102,2,0
573736639a6bbb90,1976,1,8.419,2,0
573736639a6bbb90,1978,2,1.93,1,0
573736639a6bbb90,1982,2,1.785,1,0
573736639a6bbb90,1985,2,2.243,1,0
573736639a6bbb90,1988,2,6.386,0,0
573736639a6bbb90,1991,2,3.241,1,0
573736639a6bbb90,1999,2,3.023,0,0
573736639a6bbb90,2001,2,7.049,3,0
ce94f4623b877a1c,422,3,3.169,2,0
ce94f4623b877a1c,131,3,2.187,1,0
ce94f4623b877a1c,155,2,2.891,0,0
c3062fd3a63b48a9,167,2,5.702,3,0
c3062fd3a63b48a9,2,2,5.611,3,0
c3062fd3a63b48a9,3,2,6.706,3,0
c3062fd3a63b48a9,4,1,2.401,2,0
c3062fd3a63b48a9,5,1,5.461,2,0
c3062fd3a63b48a9,6,1,4.308,2,0
c3062fd3a63b48a9,7,2,5.315,3,0
c3062fd3a63b48a9,9,2,6.676,3,0
c3062fd3a63b48a9,10,2,3.649,1,0
c3062fd3a63b48a9,12,2,6.74,3,0
c3062fd3a63b48a9,13,2,6.293,3,0
c3062fd3a63b48a9,14,1,1.54,2,0
c3062fd3a63b48a9,17,2,6.838,3,0
c3062fd3a63b48a9,18,2,1.5,1,0
c3062fd3a63b48a9,19,2,4.553,3,0
c3062fd3a63b48a9,21,2,3.445,3,0
c3062fd3a63b48a9,25,1,2.838,2,0
c3062fd3a63b48a9,27,1,1.064,2,1
c3062fd3a63b48a9,51,2,7.296,3,0
c3062fd3a63b48a9,58,2,1.154,1,1
c3062fd3a63b48a9,59,1,10.089,2,0
c3062fd3a63b48a9,65,1,6.611,2,0
c3062fd3a63b48a9,66,1,3.521,2,0
d4043d16071dc8ba,2148,2,3.156,0,0
d4043d16071dc8ba,410,3,4.602,2,0
d4ae59925de2706,234,2,2.032,0,0
d4ae59925de2706,65,2,2.101,0,0
d4ae59925de2706,67,2,1.66,0,0
d4ae59925de2706,68,2,1.192,0,1
d4ae59925de2706,69,2,1.88,0,0
d4ae59925de2706,71,0,1.261,2,0
d4ae59925de2706,77,2,1.556,0,0
d4ae59925de2706,81,2,1.457,0,0
d4ae59925de2706,88,2,1.552,0,0
d4ae59925de2706,89,2,1.355,0,0
fb863af61b341157,2898,2,1.764,0,0
fb863af61b341157,2572,2,1.294,0,0
fb863af61b341157,2573,2,1.65,0,0
fb863af61b341157,2574,2,2.882,0,0
fb863af61b341157,2578,2,3.161,0,0
fb863af61b341157,2580,2,2.426,0,0
fb863af61b341157,2585,2,1.432,1,0
fb863af61b341157,2658,0,1.203,2,0
fb863af61b341157,2667,0,1.442,2,0
fb863af61b341157,2683,0,1.997,2,0
fb863af61b341157,2703,0,1.717,2,0
fb863af61b341157,2711,0,1.096,2,1
c45b8e9db6fc4c32,1147,2,4.595,3,0
c45b8e9db6fc4c32,426,2,5.13,0,0
c45b8e9db6fc4c32,433,2,1.868,1,0
c45b8e9db6fc4c32,444,2,1.884,1,0
c45b8e9db6fc4c32,445,2,4.986,0,0
